n,W,b,Tiempo,Metodo
2000,45000,3636,362.178,Dinamica_Top_Down
3000,45000,4519,543.73,Dinamica_Top_Down
4000,45000,4854,725.082,Dinamica_Top_Down
5000,45000,6439,905.139,Dinamica_Top_Down
6000,45000,6790,1233.47,Dinamica_Top_Down
7000,45000,7246,1456.97,Dinamica_Top_Down
8000,45000,6485,1610.41,Dinamica_Top_Down
9000,45000,7414,1636.31,Dinamica_Top_Down
1000,46000,2167,185.333,Dinamica_Top_Down
2000,46000,3671,369.584,Dinamica_Top_Down
3000,46000,4973,557.153,Dinamica_Top_Down
4000,46000,5287,747.161,Dinamica_Top_Down
5000,46000,6853,1070.57,Dinamica_Top_Down
6000,46000,6473,1278.4,Dinamica_Top_Down
7000,46000,6549,1481.53,Dinamica_Top_Down
8000,46000,7574,1474.14,Dinamica_Top_Down
9000,46000,8363,1660.58,Dinamica_Top_Down
1000,47000,2317,189.071,Dinamica_Top_Down
2000,47000,3883,381.905,Dinamica_Top_Down
3000,47000,4034,652.102,Dinamica_Top_Down
4000,47000,4714,874.315,Dinamica_Top_Down
5000,47000,6128,1087.63,Dinamica_Top_Down
6000,47000,6600,1366.63,Dinamica_Top_Down
7000,47000,7575,2088.24,Dinamica_Top_Down
8000,47000,6407,2221.73,Dinamica_Top_Down
9000,47000,7406,2212.34,Dinamica_Top_Down
1000,48000,2393,249.678,Dinamica_Top_Down
2000,48000,3762,501.594,Dinamica_Top_Down
3000,48000,4052,674.112,Dinamica_Top_Down
4000,48000,4542,886.352,Dinamica_Top_Down
5000,48000,6053,1112.05,Dinamica_Top_Down
6000,48000,7135,1321.28,Dinamica_Top_Down
7000,48000,6646,1348.32,Dinamica_Top_Down
8000,48000,7272,1540.78,Dinamica_Top_Down
9000,48000,7841,1886.27,Dinamica_Top_Down
1000,49000,2446,227.926,Dinamica_Top_Down
2000,49000,3940,453.576,Dinamica_Top_Down
3000,49000,4213,680.022,Dinamica_Top_Down
4000,49000,4601,905.107,Dinamica_Top_Down
5000,49000,6652,1036,Dinamica_Top_Down
6000,49000,5839,1183.97,Dinamica_Top_Down
7000,49000,7263,1376.86,Dinamica_Top_Down
8000,49000,7848,1722.17,Dinamica_Top_Down
9000,49000,8100,2044.4,Dinamica_Top_Down
1000,50000,2821,231.221,Dinamica_Top_Down
2000,50000,3377,456.991,Dinamica_Top_Down
3000,50000,4640,603.382,Dinamica_Top_Down
4000,50000,4873,804.964,Dinamica_Top_Down
5000,50000,5481,991.308,Dinamica_Top_Down
6000,50000,6134,1210.71,Dinamica_Top_Down
7000,50000,6589,1603.84,Dinamica_Top_Down
8000,50000,7626,1848.53,Dinamica_Top_Down
9000,50000,8293,1867.66,Dinamica_Top_Down
1000,51000,2619,204.419,Dinamica_Top_Down
2000,51000,3408,409.448,Dinamica_Top_Down
3000,51000,4694,616.409,Dinamica_Top_Down
4000,51000,5069,822.041,Dinamica_Top_Down
5000,51000,5890,1128.45,Dinamica_Top_Down
6000,51000,6342,1423.69,Dinamica_Top_Down
7000,51000,6906,1649.83,Dinamica_Top_Down
8000,51000,7289,1641.63,Dinamica_Top_Down
9000,51000,8200,1843.26,Dinamica_Top_Down
1000,52000,2434,209.485,Dinamica_Top_Down
2000,52000,3053,474.078,Dinamica_Top_Down
3000,52000,4503,724.187,Dinamica_Top_Down
4000,52000,6075,964.91,Dinamica_Top_Down
5000,52000,5937,1206.45,Dinamica_Top_Down
6000,52000,6303,1791.72,Dinamica_Top_Down
7000,52000,6647,2299.21,Dinamica_Top_Down
8000,52000,6860,2207.13,Dinamica_Top_Down
9000,52000,8172,2391.61,Dinamica_Top_Down
1000,53000,2755,246.926,Dinamica_Top_Down
2000,53000,3564,488.35,Dinamica_Top_Down
3000,53000,4771,735.977,Dinamica_Top_Down
4000,53000,4654,982.571,Dinamica_Top_Down
5000,53000,5795,1165.8,Dinamica_Top_Down
6000,53000,6852,1281.59,Dinamica_Top_Down
7000,53000,6669,1491.88,Dinamica_Top_Down
8000,53000,7292,1870.57,Dinamica_Top_Down
9000,53000,7743,2231.09,Dinamica_Top_Down
1000,54000,2024,250.358,Dinamica_Top_Down
2000,54000,3617,443.604,Dinamica_Top_Down
3000,54000,4356,651.412,Dinamica_Top_Down
4000,54000,5818,869.853,Dinamica_Top_Down
5000,54000,5879,1084.19,Dinamica_Top_Down
6000,54000,6724,1377.85,Dinamica_Top_Down
7000,54000,6814,1747.91,Dinamica_Top_Down
8000,54000,6529,1939.26,Dinamica_Top_Down
9000,54000,7936,1963.61,Dinamica_Top_Down
1000,55000,2673,221.434,Dinamica_Top_Down
2000,55000,3932,441.722,Dinamica_Top_Down
3000,55000,4279,661.786,Dinamica_Top_Down
4000,55000,5639,1010,Dinamica_Top_Down
5000,55000,5926,1271.6,Dinamica_Top_Down
6000,55000,5587,1524.92,Dinamica_Top_Down
7000,55000,7160,1562.67,Dinamica_Top_Down
8000,55000,7508,1757.9,Dinamica_Top_Down
9000,55000,7457,1823.93,Dinamica_Top_Down
1000,56000,2540,199.297,Dinamica_Top_Down
2000,56000,4061,399.471,Dinamica_Top_Down
3000,56000,4614,600.97,Dinamica_Top_Down
4000,56000,4570,795.607,Dinamica_Top_Down
5000,56000,5622,1052.35,Dinamica_Top_Down
6000,56000,6629,1354.48,Dinamica_Top_Down
7000,56000,6459,1581.54,Dinamica_Top_Down
8000,56000,7626,2244.37,Dinamica_Top_Down
9000,56000,7669,2562.29,Dinamica_Top_Down
1000,57000,2544,263.778,Dinamica_Top_Down
2000,57000,3622,528.493,Dinamica_Top_Down
3000,57000,4123,792.505,Dinamica_Top_Down
4000,57000,5006,1060.75,Dinamica_Top_Down
5000,57000,5284,1219.43,Dinamica_Top_Down
6000,57000,6191,1377.01,Dinamica_Top_Down
7000,57000,6410,1606.99,Dinamica_Top_Down
8000,57000,7745,1636.43,Dinamica_Top_Down
9000,57000,7573,1827.74,Dinamica_Top_Down
1000,58000,3109,206.869,Dinamica_Top_Down
2000,58000,3356,426.869,Dinamica_Top_Down
3000,58000,4438,699.971,Dinamica_Top_Down
4000,58000,4915,937.032,Dinamica_Top_Down
5000,58000,5846,1162.97,Dinamica_Top_Down
6000,58000,6480,1343.7,Dinamica_Top_Down
7000,58000,6944,1437.53,Dinamica_Top_Down
8000,58000,6813,1648.1,Dinamica_Top_Down
9000,58000,7837,2067.33,Dinamica_Top_Down
1000,59000,2619,237.419,Dinamica_Top_Down
2000,59000,3829,475.473,Dinamica_Top_Down
3000,59000,4828,713.566,Dinamica_Top_Down
4000,59000,5747,908.857,Dinamica_Top_Down
5000,59000,5048,1048.9,Dinamica_Top_Down
6000,59000,6155,1258.54,Dinamica_Top_Down
7000,59000,6147,1504.05,Dinamica_Top_Down
8000,59000,6600,1895.59,Dinamica_Top_Down
9000,59000,7416,2076.79,Dinamica_Top_Down
1000,60000,2683,213.344,Dinamica_Top_Down
2000,60000,3873,426.613,Dinamica_Top_Down
3000,60000,4464,638.581,Dinamica_Top_Down
4000,60000,4874,852.346,Dinamica_Top_Down
5000,60000,5348,1069.89,Dinamica_Top_Down
6000,60000,6076,1439.28,Dinamica_Top_Down
7000,60000,7052,1689.15,Dinamica_Top_Down
8000,60000,7070,2265.41,Dinamica_Top_Down
9000,60000,8258,2771.57,Dinamica_Top_Down
1000,61000,2791,283.743,Dinamica_Top_Down
2000,61000,3919,565.136,Dinamica_Top_Down
3000,61000,4956,847.555,Dinamica_Top_Down
4000,61000,5377,1096.39,Dinamica_Top_Down
5000,61000,5799,1312.03,Dinamica_Top_Down
6000,61000,6602,1475.07,Dinamica_Top_Down
7000,61000,6852,1714.39,Dinamica_Top_Down
8000,61000,7795,1730.52,Dinamica_Top_Down
9000,61000,8045,1958.81,Dinamica_Top_Down
1000,62000,2687,242.631,Dinamica_Top_Down
2000,62000,3302,502.096,Dinamica_Top_Down
3000,62000,4070,747.603,Dinamica_Top_Down
4000,62000,4963,996.393,Dinamica_Top_Down
5000,62000,5952,1244.89,Dinamica_Top_Down
6000,62000,6336,1342.72,Dinamica_Top_Down
7000,62000,7277,1547.98,Dinamica_Top_Down
8000,62000,6552,1842.79,Dinamica_Top_Down
9000,62000,7352,2238.72,Dinamica_Top_Down
1000,63000,2579,254.656,Dinamica_Top_Down
2000,63000,3781,508.723,Dinamica_Top_Down
3000,63000,4568,670.545,Dinamica_Top_Down
4000,63000,4403,893.456,Dinamica_Top_Down
5000,63000,5390,1120.68,Dinamica_Top_Down
6000,63000,6245,1369.83,Dinamica_Top_Down
7000,63000,7253,1772.18,Dinamica_Top_Down
8000,63000,6449,2066.31,Dinamica_Top_Down
9000,63000,8216,2964.09,Dinamica_Top_Down
1000,64000,3233,336.019,Dinamica_Top_Down
2000,64000,3642,620.454,Dinamica_Top_Down
3000,64000,4805,904.572,Dinamica_Top_Down
4000,64000,5080,1192.93,Dinamica_Top_Down
5000,64000,5695,1474.14,Dinamica_Top_Down
6000,64000,6631,1547.62,Dinamica_Top_Down
7000,64000,6537,1804.81,Dinamica_Top_Down
8000,64000,6572,1854.91,Dinamica_Top_Down
9000,64000,7093,2054.77,Dinamica_Top_Down
1000,65000,2467,230.557,Dinamica_Top_Down
2000,65000,3834,519.007,Dinamica_Top_Down
3000,65000,4502,786.73,Dinamica_Top_Down
4000,65000,5121,1046.45,Dinamica_Top_Down
5000,65000,5085,1306.64,Dinamica_Top_Down
6000,65000,6165,1405.24,Dinamica_Top_Down
7000,65000,7186,1618.14,Dinamica_Top_Down
8000,65000,7474,1957.23,Dinamica_Top_Down
9000,65000,7145,2356.75,Dinamica_Top_Down
1000,66000,2161,264.994,Dinamica_Top_Down
2000,66000,3936,493.122,Dinamica_Top_Down
3000,66000,4592,703.058,Dinamica_Top_Down
4000,66000,4753,936.201,Dinamica_Top_Down
5000,66000,5258,1172.97,Dinamica_Top_Down
6000,66000,6081,1493.83,Dinamica_Top_Down
7000,66000,6435,1858.86,Dinamica_Top_Down
8000,66000,7711,2015.58,Dinamica_Top_Down
9000,66000,7471,2113.02,Dinamica_Top_Down
1000,67000,2116,237.704,Dinamica_Top_Down
2000,67000,3403,477.896,Dinamica_Top_Down
3000,67000,3948,790.323,Dinamica_Top_Down
4000,67000,5713,1074.88,Dinamica_Top_Down
5000,67000,6074,1354.83,Dinamica_Top_Down
6000,67000,6470,1889.93,Dinamica_Top_Down
7000,67000,6777,2455.7,Dinamica_Top_Down
8000,67000,8084,2502.91,Dinamica_Top_Down
9000,67000,7763,2629.52,Dinamica_Top_Down
1000,68000,2494,274.286,Dinamica_Top_Down
2000,68000,3813,549.447,Dinamica_Top_Down
3000,68000,4311,822.247,Dinamica_Top_Down
4000,68000,5300,1106.97,Dinamica_Top_Down
5000,68000,5732,1573.59,Dinamica_Top_Down
6000,68000,6438,1897.27,Dinamica_Top_Down
7000,68000,6911,1957.39,Dinamica_Top_Down
8000,68000,7723,2204.1,Dinamica_Top_Down
9000,68000,7488,2836.09,Dinamica_Top_Down
1000,69000,2344,320.284,Dinamica_Top_Down
2000,69000,3819,637.753,Dinamica_Top_Down
3000,69000,4087,836.231,Dinamica_Top_Down
4000,69000,4631,1109.41,Dinamica_Top_Down
5000,69000,5624,1387.95,Dinamica_Top_Down
6000,69000,5958,1515.81,Dinamica_Top_Down
7000,69000,6426,1729.79,Dinamica_Top_Down
8000,69000,6769,2082.53,Dinamica_Top_Down
9000,69000,7750,2506.49,Dinamica_Top_Down
1000,70000,2767,284.545,Dinamica_Top_Down
2000,70000,3488,737.585,Dinamica_Top_Down
3000,70000,4448,1098.86,Dinamica_Top_Down
4000,70000,5307,1464.37,Dinamica_Top_Down
5000,70000,5323,1681.05,Dinamica_Top_Down
6000,70000,5726,1942.79,Dinamica_Top_Down
7000,70000,7212,2059.04,Dinamica_Top_Down
8000,70000,6877,2252.66,Dinamica_Top_Down
9000,70000,6800,2275.51,Dinamica_Top_Down
1000,71000,2907,252.661,Dinamica_Top_Down
2000,71000,3953,506.056,Dinamica_Top_Down
3000,71000,4496,764.594,Dinamica_Top_Down
4000,71000,5089,1116.68,Dinamica_Top_Down
5000,71000,6094,1430.02,Dinamica_Top_Down
6000,71000,5996,1685.91,Dinamica_Top_Down
7000,71000,6264,1778.54,Dinamica_Top_Down
8000,71000,6348,2026.5,Dinamica_Top_Down
9000,71000,7868,2571.64,Dinamica_Top_Down
1000,72000,2478,289.471,Dinamica_Top_Down
2000,72000,3735,580.601,Dinamica_Top_Down
3000,72000,4148,797.99,Dinamica_Top_Down
4000,72000,5675,1021.22,Dinamica_Top_Down
5000,72000,5570,1279.86,Dinamica_Top_Down
6000,72000,6689,1609.07,Dinamica_Top_Down
7000,72000,7445,2039,Dinamica_Top_Down
8000,72000,7112,2183.86,Dinamica_Top_Down
9000,72000,7872,2312.39,Dinamica_Top_Down
1000,73000,2269,259.908,Dinamica_Top_Down
2000,73000,3687,563.942,Dinamica_Top_Down
3000,73000,4127,878.668,Dinamica_Top_Down
4000,73000,5299,1175.2,Dinamica_Top_Down
5000,73000,5858,1473.21,Dinamica_Top_Down
6000,73000,5523,2308.72,Dinamica_Top_Down
7000,73000,7103,2526.4,Dinamica_Top_Down
8000,73000,7537,2701.74,Dinamica_Top_Down
9000,73000,8833,2642.38,Dinamica_Top_Down
1000,74000,1889,299.569,Dinamica_Top_Down
2000,74000,3371,600.575,Dinamica_Top_Down
3000,74000,4001,827.276,Dinamica_Top_Down
4000,74000,5733,1053.66,Dinamica_Top_Down
5000,74000,6662,1316.81,Dinamica_Top_Down
6000,74000,6023,1674.83,Dinamica_Top_Down
7000,74000,7217,2085.63,Dinamica_Top_Down
8000,74000,7318,2220.88,Dinamica_Top_Down
9000,74000,7872,2371.85,Dinamica_Top_Down
1000,75000,2796,270.11,Dinamica_Top_Down
2000,75000,3876,604.64,Dinamica_Top_Down
3000,75000,4474,909.836,Dinamica_Top_Down
4000,75000,4800,1215.92,Dinamica_Top_Down
5000,75000,5665,1634.89,Dinamica_Top_Down
6000,75000,6306,2371.87,Dinamica_Top_Down
7000,75000,6797,2536.7,Dinamica_Top_Down
8000,75000,7316,2697.4,Dinamica_Top_Down
9000,75000,6928,2722.65,Dinamica_Top_Down
1000,76000,2583,304.493,Dinamica_Top_Down
2000,76000,3462,572.364,Dinamica_Top_Down
3000,76000,4616,814.452,Dinamica_Top_Down
4000,76000,4608,1084,Dinamica_Top_Down
5000,76000,5805,1354.65,Dinamica_Top_Down
6000,76000,6538,1803.33,Dinamica_Top_Down
7000,76000,6692,2138.61,Dinamica_Top_Down
8000,76000,6815,2190.72,Dinamica_Top_Down
9000,76000,7831,2504.9,Dinamica_Top_Down
1000,77000,2558,309.963,Dinamica_Top_Down
2000,77000,3581,619.698,Dinamica_Top_Down
3000,77000,4682,926.902,Dinamica_Top_Down
4000,77000,5542,1241.36,Dinamica_Top_Down
5000,77000,5698,1374.29,Dinamica_Top_Down
6000,77000,6374,1641.91,Dinamica_Top_Down
7000,77000,7040,2058.16,Dinamica_Top_Down
8000,77000,7201,2488.76,Dinamica_Top_Down
9000,77000,7844,3607.05,Dinamica_Top_Down
1000,78000,2215,399.4,Dinamica_Top_Down
2000,78000,2881,722.511,Dinamica_Top_Down
3000,78000,4382,1084.32,Dinamica_Top_Down
4000,78000,5900,1446.23,Dinamica_Top_Down
5000,78000,5932,1628.12,Dinamica_Top_Down
6000,78000,7559,1887,Dinamica_Top_Down
7000,78000,7019,2046.35,Dinamica_Top_Down
8000,78000,7715,2220.67,Dinamica_Top_Down
9000,78000,7831,2782.73,Dinamica_Top_Down
1000,79000,2844,318.294,Dinamica_Top_Down
2000,79000,3322,636.894,Dinamica_Top_Down
3000,79000,3730,1109.97,Dinamica_Top_Down
4000,79000,5207,1650.89,Dinamica_Top_Down
5000,79000,5108,2001.51,Dinamica_Top_Down
6000,79000,6397,2208.9,Dinamica_Top_Down
7000,79000,6513,2387.08,Dinamica_Top_Down
8000,79000,6571,2539.37,Dinamica_Top_Down
9000,79000,7252,2530.75,Dinamica_Top_Down
1000,80000,2688,287.686,Dinamica_Top_Down
2000,80000,3900,568.047,Dinamica_Top_Down
3000,80000,4141,897.029,Dinamica_Top_Down
4000,80000,5747,1286.34,Dinamica_Top_Down
5000,80000,5958,1619.5,Dinamica_Top_Down
6000,80000,6362,1765.65,Dinamica_Top_Down
7000,80000,6612,1994.56,Dinamica_Top_Down
8000,80000,7204,2515.85,Dinamica_Top_Down
9000,80000,8017,2783.39,Dinamica_Top_Down
1000,81000,2437,288.293,Dinamica_Top_Down
2000,81000,3759,575.53,Dinamica_Top_Down
3000,81000,4582,871.898,Dinamica_Top_Down
4000,81000,5140,1160.09,Dinamica_Top_Down
5000,81000,5836,1638.69,Dinamica_Top_Down
6000,81000,5941,1955.91,Dinamica_Top_Down
7000,81000,7593,2046.25,Dinamica_Top_Down
8000,81000,7204,2339.18,Dinamica_Top_Down
9000,81000,8532,2927.13,Dinamica_Top_Down
1000,82000,2447,332.729,Dinamica_Top_Down
2000,82000,3875,616.953,Dinamica_Top_Down
3000,82000,4606,876.826,Dinamica_Top_Down
4000,82000,5087,1166.06,Dinamica_Top_Down
5000,82000,5878,1465,Dinamica_Top_Down
6000,82000,6316,1982.85,Dinamica_Top_Down
7000,82000,7128,2441.84,Dinamica_Top_Down
8000,82000,7058,3407.36,Dinamica_Top_Down
9000,82000,7553,3436.3,Dinamica_Top_Down
1000,83000,3004,365.187,Dinamica_Top_Down
2000,83000,3484,670.256,Dinamica_Top_Down
3000,83000,4706,1001.87,Dinamica_Top_Down
4000,83000,5429,1340.02,Dinamica_Top_Down
5000,83000,5191,1554.89,Dinamica_Top_Down
6000,83000,6177,1771.85,Dinamica_Top_Down
7000,83000,7582,2180.09,Dinamica_Top_Down
8000,83000,7217,2674.27,Dinamica_Top_Down
9000,83000,7652,2689.42,Dinamica_Top_Down
1000,84000,2817,298.964,Dinamica_Top_Down
2000,84000,3415,600.064,Dinamica_Top_Down
3000,84000,4196,956.91,Dinamica_Top_Down
4000,84000,4338,1353.4,Dinamica_Top_Down
5000,84000,5557,1691.78,Dinamica_Top_Down
6000,84000,6589,1812.35,Dinamica_Top_Down
7000,84000,6897,2087.27,Dinamica_Top_Down
8000,84000,7636,2684.7,Dinamica_Top_Down
9000,84000,7904,2839.62,Dinamica_Top_Down
1000,85000,2430,302.17,Dinamica_Top_Down
2000,85000,3637,601.32,Dinamica_Top_Down
3000,85000,4778,908.768,Dinamica_Top_Down
4000,85000,5049,1300.18,Dinamica_Top_Down
5000,85000,5995,1711.18,Dinamica_Top_Down
6000,85000,5322,1966.49,Dinamica_Top_Down
7000,85000,7198,2117.94,Dinamica_Top_Down
8000,85000,7285,2590.89,Dinamica_Top_Down
9000,85000,7711,3306.47,Dinamica_Top_Down
1000,86000,2505,450.032,Dinamica_Top_Down
2000,86000,3552,900.244,Dinamica_Top_Down
3000,86000,3914,1354.03,Dinamica_Top_Down
4000,86000,4997,1603.74,Dinamica_Top_Down
5000,86000,6152,2004.32,Dinamica_Top_Down
6000,86000,6076,2123.32,Dinamica_Top_Down
7000,86000,6525,2385.03,Dinamica_Top_Down
8000,86000,7585,2448.99,Dinamica_Top_Down
9000,86000,7742,2966.98,Dinamica_Top_Down
1000,87000,2427,351.118,Dinamica_Top_Down
2000,87000,3422,705.413,Dinamica_Top_Down
3000,87000,4486,1030.15,Dinamica_Top_Down
4000,87000,5030,1235.93,Dinamica_Top_Down
5000,87000,5609,1545.15,Dinamica_Top_Down
6000,87000,6757,1980.83,Dinamica_Top_Down
7000,87000,6587,2439.82,Dinamica_Top_Down
8000,87000,7199,2498.46,Dinamica_Top_Down
9000,87000,7454,2935.55,Dinamica_Top_Down
1000,88000,2313,354.148,Dinamica_Top_Down
2000,88000,3378,705.488,Dinamica_Top_Down
3000,88000,4219,1067.91,Dinamica_Top_Down
4000,88000,5294,1297.06,Dinamica_Top_Down
5000,88000,5664,1567.26,Dinamica_Top_Down
6000,88000,6218,1942.64,Dinamica_Top_Down
7000,88000,6853,2477.81,Dinamica_Top_Down
8000,88000,7078,2584.55,Dinamica_Top_Down
9000,88000,8430,2902.16,Dinamica_Top_Down
1000,89000,2375,358.398,Dinamica_Top_Down
2000,89000,3813,718.824,Dinamica_Top_Down
3000,89000,4684,1074.53,Dinamica_Top_Down
4000,89000,4947,1362.94,Dinamica_Top_Down
5000,89000,5262,1584.8,Dinamica_Top_Down
6000,89000,5715,1930.49,Dinamica_Top_Down
7000,89000,6616,2508.63,Dinamica_Top_Down
8000,89000,7246,2656.72,Dinamica_Top_Down
9000,89000,7520,2911.37,Dinamica_Top_Down
1000,90000,2621,361.579,Dinamica_Top_Down
2000,90000,2996,724.197,Dinamica_Top_Down
3000,90000,4109,1097.79,Dinamica_Top_Down
4000,90000,4796,1400.17,Dinamica_Top_Down
5000,90000,5544,1601.84,Dinamica_Top_Down
6000,90000,6736,1921.91,Dinamica_Top_Down
7000,90000,6486,2532.2,Dinamica_Top_Down
8000,90000,6978,2696.74,Dinamica_Top_Down
9000,90000,7110,2955.25,Dinamica_Top_Down
1000,91000,2700,366.237,Dinamica_Top_Down
2000,91000,3599,733.931,Dinamica_Top_Down
3000,91000,4839,1092.42,Dinamica_Top_Down
4000,91000,4782,1414.19,Dinamica_Top_Down
5000,91000,5294,1619.49,Dinamica_Top_Down
6000,91000,5965,1949.29,Dinamica_Top_Down
7000,91000,6386,2566,Dinamica_Top_Down
8000,91000,7418,2717.26,Dinamica_Top_Down
9000,91000,7889,2982.44,Dinamica_Top_Down
1000,92000,2699,369.5,Dinamica_Top_Down
2000,92000,3789,741.584,Dinamica_Top_Down
3000,92000,4010,1111.83,Dinamica_Top_Down
4000,92000,4859,1657.66,Dinamica_Top_Down
5000,92000,5203,2409.8,Dinamica_Top_Down
6000,92000,6686,2624.66,Dinamica_Top_Down
7000,92000,6573,2854.63,Dinamica_Top_Down
8000,92000,7330,2957.76,Dinamica_Top_Down
9000,92000,7170,2941.26,Dinamica_Top_Down
1000,93000,2443,332.823,Dinamica_Top_Down
2000,93000,3739,687.225,Dinamica_Top_Down
3000,93000,4828,1143.47,Dinamica_Top_Down
4000,93000,5757,1497.63,Dinamica_Top_Down
5000,93000,5650,1762.83,Dinamica_Top_Down
6000,93000,5875,1983.87,Dinamica_Top_Down
7000,93000,7251,2476.82,Dinamica_Top_Down
8000,93000,7401,2936.45,Dinamica_Top_Down
9000,93000,7569,2971.19,Dinamica_Top_Down
1000,94000,2001,333.933,Dinamica_Top_Down
2000,94000,3432,753.375,Dinamica_Top_Down
3000,94000,4221,1136.06,Dinamica_Top_Down
4000,94000,5025,1511.79,Dinamica_Top_Down
5000,94000,6254,2322.44,Dinamica_Top_Down
6000,94000,5652,2852.64,Dinamica_Top_Down
7000,94000,6773,3053.67,Dinamica_Top_Down
8000,94000,6790,3021.88,Dinamica_Top_Down
9000,94000,7988,3095.93,Dinamica_Top_Down
1000,95000,2601,337.452,Dinamica_Top_Down
2000,95000,3109,675.65,Dinamica_Top_Down
3000,95000,4343,1081.1,Dinamica_Top_Down
4000,95000,5055,1524.24,Dinamica_Top_Down
5000,95000,6523,1957.44,Dinamica_Top_Down
6000,95000,5698,2971.19,Dinamica_Top_Down
7000,95000,6805,3154.89,Dinamica_Top_Down
8000,95000,7233,3227.1,Dinamica_Top_Down
9000,95000,7125,3259.69,Dinamica_Top_Down
1000,96000,2807,340.848,Dinamica_Top_Down
2000,96000,3589,681.974,Dinamica_Top_Down
3000,96000,4797,1023.09,Dinamica_Top_Down
4000,96000,4813,1485.64,Dinamica_Top_Down
5000,96000,5368,1927.36,Dinamica_Top_Down
6000,96000,6384,2146.36,Dinamica_Top_Down
7000,96000,7455,2394.94,Dinamica_Top_Down
8000,96000,7127,3084.78,Dinamica_Top_Down
9000,96000,8278,3179.07,Dinamica_Top_Down
1000,97000,2285,347.188,Dinamica_Top_Down
2000,97000,3119,688.429,Dinamica_Top_Down
3000,97000,4456,1098.25,Dinamica_Top_Down
4000,97000,5206,1561.26,Dinamica_Top_Down
5000,97000,5636,1928.8,Dinamica_Top_Down
6000,97000,5695,2069.09,Dinamica_Top_Down
7000,97000,6742,2522.71,Dinamica_Top_Down
8000,97000,7183,3171.82,Dinamica_Top_Down
9000,97000,8439,4459.13,Dinamica_Top_Down
1000,98000,2187,451.944,Dinamica_Top_Down
2000,98000,3441,907.194,Dinamica_Top_Down
3000,98000,4788,1369.52,Dinamica_Top_Down
4000,98000,4741,1594.85,Dinamica_Top_Down
5000,98000,5380,1967.44,Dinamica_Top_Down
6000,98000,7440,2140.07,Dinamica_Top_Down
7000,98000,6871,2476.96,Dinamica_Top_Down
8000,98000,7245,3168.26,Dinamica_Top_Down
9000,98000,8563,3183.16,Dinamica_Top_Down
1000,99000,2553,351.311,Dinamica_Top_Down
2000,99000,3619,708.739,Dinamica_Top_Down
3000,99000,3795,1198.05,Dinamica_Top_Down
4000,99000,4973,1595.99,Dinamica_Top_Down
5000,99000,5913,1894.85,Dinamica_Top_Down
6000,99000,6868,2113.2,Dinamica_Top_Down
7000,99000,7684,2672.65,Dinamica_Top_Down
8000,99000,6660,3045.28,Dinamica_Top_Down
9000,99000,7229,3189.64,Dinamica_Top_Down
10000,100000,8582,3591.37,Dinamica_Top_Down
10000,100000,7812,4504.57,Dinamica_Top_Down
